,run,epoch,train loss,valid loss,test loss,train perplexity,valid perplexity,test perplexity,epoch duration,run duration,lr,batch_size,shuffle,epochs
0,1,1,3.873655887427309,0.0,0.0,48.11797882540706,1.0,1.0,41.12145471572876,41.12146067619324,0.0005,64,True,40
1,1,2,2.6161174826685025,0.0,0.0,13.682497792090267,1.0,1.0,41.35589575767517,82.49374270439148,0.0005,64,True,40
2,1,3,2.0575564795128574,0.0,0.0,7.826821426606965,1.0,1.0,41.19419527053833,123.70234107971191,0.0005,64,True,40
3,1,4,1.7190067345350324,0.0,0.0,5.57898429888418,1.0,1.0,40.995447635650635,164.71381497383118,0.0005,64,True,40
4,1,5,1.4884308009420724,0.0,0.0,4.430138292959201,1.0,1.0,41.15704846382141,205.88638710975647,0.0005,64,True,40
5,1,6,1.3168416897630901,0.0,0.0,3.731617141735136,1.0,1.0,40.85443949699402,246.7566967010498,0.0005,64,True,40
6,1,7,1.1757603239120367,0.0,0.0,3.2406059175590087,1.0,1.0,46.94141459465027,293.7146487236023,0.0005,64,True,40
7,1,8,1.0633359070916533,0.0,0.0,2.8960157327601936,1.0,1.0,43.03722953796387,336.7742314338684,0.0005,64,True,40
8,1,9,0.9684489576827062,0.0,0.0,2.6338560673211813,1.0,1.0,41.74853515625,378.54027915000916,0.0005,64,True,40
9,1,10,0.8840172015097698,0.0,0.0,2.42060425587217,1.0,1.0,41.42287731170654,419.9809010028839,0.0005,64,True,40
10,1,11,0.8134007304906845,0.0,0.0,2.255565529146161,1.0,1.0,42.69000029563904,462.68946599960327,0.0005,64,True,40
11,1,12,0.7463248391771107,0.0,0.0,2.1092339805465072,1.0,1.0,42.37428164482117,505.0828320980072,0.0005,64,True,40
12,1,13,0.6888259938766252,0.0,0.0,1.991376272420734,1.0,1.0,42.10232186317444,547.2056334018707,0.0005,64,True,40
13,1,14,0.642790654025939,0.0,0.0,1.9017806928394203,1.0,1.0,41.98500323295593,589.2111358642578,0.0005,64,True,40
14,1,15,0.5991207539772673,0.0,0.0,1.8205174137918838,1.0,1.0,41.364195823669434,630.5956807136536,0.0005,64,True,40
15,1,16,0.5566836134715227,0.0,0.0,1.7448762102819042,1.0,1.0,42.215362310409546,672.8332145214081,0.0005,64,True,40
16,1,17,0.5230826916673635,0.0,0.0,1.6872208226818748,1.0,1.0,42.34107971191406,715.1954364776611,0.0005,64,True,40
17,1,18,0.4932479342437526,0.0,0.0,1.637626494746266,1.0,1.0,41.91009855270386,757.1271061897278,0.0005,64,True,40
18,1,19,0.4671010120981065,0.0,0.0,1.5953625461962102,1.0,1.0,41.17790079116821,798.3272640705109,0.0005,64,True,40
19,1,20,0.44266935057183193,0.0,0.0,1.5568574751936166,1.0,1.0,41.32074165344238,839.6705298423767,0.0005,64,True,40
20,1,21,0.42072587260065625,0.0,0.0,1.5230667068620887,1.0,1.0,40.84214758872986,880.5357346534729,0.0005,64,True,40
21,1,22,0.4014003165886791,0.0,0.0,1.493915187845233,1.0,1.0,41.565497159957886,922.1247634887695,0.0005,64,True,40
22,1,23,0.3801398170939626,0.0,0.0,1.4624890561097006,1.0,1.0,41.61965322494507,963.7693536281586,0.0005,64,True,40
23,1,24,0.364431172182644,0.0,0.0,1.439694836715928,1.0,1.0,41.28456902503967,1005.0784964561462,0.0005,64,True,40
24,1,25,0.3490254909850427,0.0,0.0,1.4176853280768842,1.0,1.0,42.187371015548706,1047.2905292510986,0.0005,64,True,40
25,1,26,0.33355880508995267,0.0,0.0,1.3959271317485322,1.0,1.0,42.47145485877991,1089.8014545440674,0.0005,64,True,40
26,1,27,0.32399655478116174,0.0,0.0,1.3826425436051362,1.0,1.0,41.811015129089355,1131.6423377990723,0.0005,64,True,40
27,1,28,0.3131852443391531,0.0,0.0,1.3677748801149159,1.0,1.0,41.37195873260498,1173.0403740406036,0.0005,64,True,40
28,1,29,0.30051262630765135,0.0,0.0,1.350550958104509,1.0,1.0,41.868969440460205,1214.935700893402,0.0005,64,True,40
29,1,30,0.2884934989628813,0.0,0.0,1.3344156744088695,1.0,1.0,42.424657106399536,1257.387814283371,0.0005,64,True,40
30,1,31,0.2798644024960795,0.0,0.0,1.3229504114009556,1.0,1.0,41.84217882156372,1299.2693819999695,0.0005,64,True,40
31,1,32,0.27190477906476035,0.0,0.0,1.3124620214997016,1.0,1.0,42.07968544960022,1341.377551317215,0.0005,64,True,40
32,1,33,0.2616581791757487,0.0,0.0,1.2990824131061622,1.0,1.0,41.74067187309265,1383.1477420330048,0.0005,64,True,40
33,1,34,0.2571816322627572,0.0,0.0,1.293280006801825,1.0,1.0,41.542231798172,1424.718943119049,0.0005,64,True,40
34,1,35,0.25041778365946027,0.0,0.0,1.284561973599716,1.0,1.0,41.167107343673706,1465.9167029857635,0.0005,64,True,40
35,1,36,0.2440469631276992,0.0,0.0,1.2764042730187688,1.0,1.0,41.362868309020996,1507.3223853111267,0.0005,64,True,40
36,1,37,0.23647140353786789,0.0,0.0,1.2667713299238068,1.0,1.0,40.645320892333984,1547.9993119239807,0.0005,64,True,40
37,1,38,0.22944279584524915,0.0,0.0,1.2578989081213356,1.0,1.0,40.663121461868286,1588.6929018497467,0.0005,64,True,40
38,1,39,0.22458695397109188,0.0,0.0,1.2518055560798478,1.0,1.0,41.24078154563904,1629.965087890625,0.0005,64,True,40
39,1,40,0.2194160551062502,0.0,0.0,1.24534930285286,1.0,1.0,42.20965266227722,1672.20716714859,0.0005,64,True,40
40,2,1,3.8697177182210174,0.0,0.0,47.928854728704614,1.0,1.0,41.52391862869263,41.52473855018616,0.0005,64,True,60
41,2,2,2.586607599836089,0.0,0.0,13.284628299193992,1.0,1.0,41.35531425476074,82.91273880004883,0.0005,64,True,60
42,2,3,2.040567564806749,0.0,0.0,7.694975356924361,1.0,1.0,40.51043152809143,123.4563410282135,0.0005,64,True,60
43,2,4,1.7133924128725666,0.0,0.0,5.547749848649709,1.0,1.0,40.211894035339355,163.70219540596008,0.0005,64,True,60
44,2,5,1.4845692523250495,0.0,0.0,4.413064086217433,1.0,1.0,41.88598608970642,205.6222882270813,0.0005,64,True,60
45,2,6,1.313121225865402,0.0,0.0,3.7177595891259245,1.0,1.0,41.54242777824402,247.1996352672577,0.0005,64,True,60
46,2,7,1.175391445075888,0.0,0.0,3.239410747069825,1.0,1.0,42.10073471069336,289.3361563682556,0.0005,64,True,60
47,2,8,1.0613627800069716,0.0,0.0,2.8903071594026395,1.0,1.0,43.84783482551575,333.21972846984863,0.0005,64,True,60
48,2,9,0.9626751652373091,0.0,0.0,2.6186925466929387,1.0,1.0,43.725807666778564,377.0163722038269,0.0005,64,True,60
49,2,10,0.8796598887653603,0.0,0.0,2.4100798717668583,1.0,1.0,41.46720004081726,418.52030301094055,0.0005,64,True,60
50,2,11,0.80933897170989,0.0,0.0,2.246422546916656,1.0,1.0,43.203447103500366,461.762464761734,0.0005,64,True,60
51,2,12,0.7414543295221707,0.0,0.0,2.0989859129943045,1.0,1.0,42.2192816734314,504.0211172103882,0.0005,64,True,60
52,2,13,0.686646628484852,0.0,0.0,1.987041061610713,1.0,1.0,42.51955318450928,546.5795526504517,0.0005,64,True,60
53,2,14,0.63883476517274,0.0,0.0,1.8942723207297307,1.0,1.0,41.729140281677246,588.3496406078339,0.0005,64,True,60
54,2,15,0.5935697321849772,0.0,0.0,1.8104396786960473,1.0,1.0,42.26716923713684,630.6555519104004,0.0005,64,True,60
55,2,16,0.5547484280254347,0.0,0.0,1.7415028163587172,1.0,1.0,41.78820610046387,672.4831128120422,0.0005,64,True,60
56,2,17,0.5198443146660464,0.0,0.0,1.6817658030458944,1.0,1.0,41.78803372383118,714.3133809566498,0.0005,64,True,60
57,2,18,0.49348688296284443,0.0,0.0,1.6380178502546232,1.0,1.0,41.97825598716736,756.3328671455383,0.0005,64,True,60
58,2,19,0.463541074274395,0.0,0.0,1.589693251880428,1.0,1.0,41.36482310295105,797.7382919788361,0.0005,64,True,60
59,2,20,0.43754306307579455,0.0,0.0,1.548896997466794,1.0,1.0,40.983595848083496,838.7673602104187,0.0005,64,True,60
60,2,21,0.4144169930450717,0.0,0.0,1.5134881093329957,1.0,1.0,41.3523383140564,880.1631071567535,0.0005,64,True,60
61,2,22,0.39423832930788594,0.0,0.0,1.4832540094545408,1.0,1.0,41.591102838516235,921.7791559696198,0.0005,64,True,60
62,2,23,0.3761912052589366,0.0,0.0,1.456725640747577,1.0,1.0,42.21746301651001,964.0251514911652,0.0005,64,True,60
63,2,24,0.36018342596975195,0.0,0.0,1.4335923485119002,1.0,1.0,41.37420105934143,1005.4267263412476,0.0005,64,True,60
64,2,25,0.34327834670632945,0.0,0.0,1.4095610540040664,1.0,1.0,41.67702126502991,1047.1286780834198,0.0005,64,True,60
65,2,26,0.33105814378167037,0.0,0.0,1.3924407517255855,1.0,1.0,41.83538198471069,1088.98886013031,0.0005,64,True,60
66,2,27,0.3177131927420389,0.0,0.0,1.3739821366622664,1.0,1.0,42.36049795150757,1131.374027967453,0.0005,64,True,60
67,2,28,0.3056023338161376,0.0,0.0,1.3574423902666337,1.0,1.0,41.45062470436096,1172.8502042293549,0.0005,64,True,60
68,2,29,0.29503540904774017,0.0,0.0,1.3431739183536489,1.0,1.0,41.51541709899902,1214.3903167247772,0.0005,64,True,60
69,2,30,0.28617926417862266,0.0,0.0,1.331331093836989,1.0,1.0,42.00542449951172,1256.4211180210114,0.0005,64,True,60
70,2,31,0.27703392075678324,0.0,0.0,1.319211118915524,1.0,1.0,41.86007332801819,1298.3110764026642,0.0005,64,True,60
71,2,32,0.2658672684943098,0.0,0.0,1.3045618907307377,1.0,1.0,42.55804204940796,1340.894821882248,0.0005,64,True,60
72,2,33,0.26008040963421836,0.0,0.0,1.2970343765325463,1.0,1.0,43.091485261917114,1384.0143520832062,0.0005,64,True,60
73,2,34,0.2516162595034696,0.0,0.0,1.2861024130005303,1.0,1.0,42.60690975189209,1426.6460392475128,0.0005,64,True,60
74,2,35,0.24559998024862242,0.0,0.0,1.278388090760721,1.0,1.0,42.29265236854553,1468.965125322342,0.0005,64,True,60
75,2,36,0.23933292341127269,0.0,0.0,1.2704014125592293,1.0,1.0,41.14759659767151,1510.1401591300964,0.0005,64,True,60
76,2,37,0.23077451386837708,0.0,0.0,1.2595751906886703,1.0,1.0,42.071457386016846,1552.2364604473114,0.0005,64,True,60
77,2,38,0.2269984914670957,0.0,0.0,1.254827974989562,1.0,1.0,41.97662591934204,1594.237458705902,0.0005,64,True,60
78,2,39,0.22009893360707727,0.0,0.0,1.2462000155514454,1.0,1.0,41.78780698776245,1636.051304101944,0.0005,64,True,60
79,2,40,0.21619459315478015,0.0,0.0,1.24134391252763,1.0,1.0,41.52105188369751,1677.6001424789429,0.0005,64,True,60
80,2,41,0.20978847733546985,0.0,0.0,1.2334171366828948,1.0,1.0,41.30383777618408,1718.928785085678,0.0005,64,True,60
81,2,42,0.2059052733925996,0.0,0.0,1.2286368138856723,1.0,1.0,41.77597165107727,1760.7294335365295,0.0005,64,True,60
82,2,43,0.20159837168678313,0.0,0.0,1.2233565747935997,1.0,1.0,41.679420709609985,1802.4335255622864,0.0005,64,True,60
83,2,44,0.1972471308865736,0.0,0.0,1.2180450200594233,1.0,1.0,42.10136079788208,1844.5597875118256,0.0005,64,True,60
84,2,45,0.19566506918700255,0.0,0.0,1.2161195212154348,1.0,1.0,41.79591464996338,1886.383419752121,0.0005,64,True,60
85,2,46,0.1880973190364596,0.0,0.0,1.2069509689396287,1.0,1.0,41.41330146789551,1927.8216292858124,0.0005,64,True,60
86,2,47,0.1867374560020306,0.0,0.0,1.2053107963903638,1.0,1.0,41.62373423576355,1969.4702966213226,0.0005,64,True,60
87,2,48,0.18403705879061233,0.0,0.0,1.2020603691744092,1.0,1.0,41.25986647605896,2010.754959821701,0.0005,64,True,60
88,2,49,0.17835796885356503,0.0,0.0,1.195253108047863,1.0,1.0,41.47964882850647,2052.258990764618,0.0005,64,True,60
89,2,50,0.1767020559816371,0.0,0.0,1.1932755108572453,1.0,1.0,41.4896354675293,2093.7764225006104,0.0005,64,True,60
90,2,51,0.1740509236009898,0.0,0.0,1.1901161692782123,1.0,1.0,42.31118059158325,2136.112956762314,0.0005,64,True,60
91,2,52,0.1707411610443424,0.0,0.0,1.1861836787379278,1.0,1.0,42.166762828826904,2178.304450035095,0.0005,64,True,60
92,2,53,0.16847786052964858,0.0,0.0,1.183502024446825,1.0,1.0,42.050851583480835,2220.380972623825,0.0005,64,True,60
93,2,54,0.16531919180887386,0.0,0.0,1.179769631421015,1.0,1.0,41.626530170440674,2262.033341407776,0.0005,64,True,60
94,2,55,0.16256462661180202,0.0,0.0,1.1765243507743013,1.0,1.0,41.51345229148865,2303.572740316391,0.0005,64,True,60
95,2,56,0.16077596195337532,0.0,0.0,1.1744218241663662,1.0,1.0,41.81243944168091,2345.410052537918,0.0005,64,True,60
96,2,57,0.15797693774694913,0.0,0.0,1.1711391852879727,1.0,1.0,41.925601959228516,2387.360510110855,0.0005,64,True,60
97,2,58,0.15767455956024745,0.0,0.0,1.1707851118794854,1.0,1.0,42.06701374053955,2429.4534254074097,0.0005,64,True,60
98,2,59,0.1558069849165263,0.0,0.0,1.1686006237735191,1.0,1.0,41.93348455429077,2471.4121668338776,0.0005,64,True,60
99,2,60,0.15254259178423146,0.0,0.0,1.1647920716107165,1.0,1.0,42.24697542190552,2513.683895587921,0.0005,64,True,60
